Shop Location,Shop Owner,Item,Stock/Space,Price,Action,Status,Timestamp,Warp
8586 -32 -2004,FX_02,Crimson Nylium,14,5,SELLING,Active,2026-05-26 23:51:25,/warp 1
8585 -32 -2004,FX_02,Crimson Nylium,3442,2.5,BUYING,Active,2026-05-26 23:51:26,/warp 1
8585 -33 -2004,FX_02,Warped Nylium,461,2.6,BUYING,Active,2026-05-26 23:51:27,/warp 1
8586 -33 -2004,FX_02,Warped Nylium,2995,5,SELLING,Active,2026-05-26 23:51:28,/warp 1
8584 -33 -2005,FX_02,Soul Torch,2266,3,SELLING,Active,2026-05-26 23:51:29,/warp 1
8584 -33 -2006,FX_02,Soul Torch,1190,1.5,BUYING,Active,2026-05-26 23:51:30,/warp 1
8584 -32 -2006,FX_02,Soul Lantern,581,2.5,BUYING,Active,2026-05-26 23:51:31,/warp 1
8584 -32 -2005,FX_02,Soul Lantern,2875,5,SELLING,Active,2026-05-26 23:51:32,/warp 1
8584 -31 -2005,FX_02,Twisting Vines,3292,5,SELLING,Active,2026-05-26 23:51:33,/warp 1
8584 -31 -2006,FX_02,Twisting Vines,164,2.5,BUYING,Active,2026-05-26 23:51:34,/warp 1
8584 -30 -2006,FX_02,Weeping Vines,3151,2.5,BUYING,Active,2026-05-26 23:51:36,/warp 1
8584 -30 -2005,FX_02,Weeping Vines,305,5,SELLING,Active,2026-05-26 23:51:37,/warp 1
8584 -30 -2008,FX_02,Crimson Stem,0,10,SELLING,out of stock,2026-05-26 23:51:38,/warp 1
8584 -30 -2009,FX_02,Crimson Stem,3456,5,BUYING,Active,2026-05-26 23:51:39,/warp 1
8584 -31 -2009,FX_02,Warped Stem,3452,5,BUYING,Active,2026-05-26 23:51:40,/warp 1
8584 -31 -2008,FX_02,Warped Stem,4,10,SELLING,Active,2026-05-26 23:51:41,/warp 1
8584 -32 -2008,FX_02,Crimson Fungus,3455,15,SELLING,Active,2026-05-26 23:51:41,/warp 1
8584 -32 -2009,FX_02,Crimson Fungus,1,7.5,BUYING,Active,2026-05-26 23:51:43,/warp 1
8584 -33 -2009,FX_02,Warped Fungus,1,7.5,BUYING,Active,2026-05-26 23:51:44,/warp 1
8584 -33 -2008,FX_02,Warped Fungus,3455,15,SELLING,Active,2026-05-26 23:51:44,/warp 1
8584 -33 -2011,FX_02,Ancient Debris,0,750,SELLING,out of stock,2026-05-26 23:51:46,/warp 1
8584 -33 -2012,FX_02,Ancient Debris,128,375,BUYING,Active,2026-05-26 23:51:47,/warp 1
8584 -32 -2012,FX_02,Gilded Blackstone,557,50,BUYING,Active,2026-05-26 23:51:48,/warp 1
8584 -32 -2011,FX_02,Gilded Blackstone,19,100,SELLING,Active,2026-05-26 23:51:49,/warp 1
8584 -31 -2011,FX_02,Nether Gold Ore,1,20,SELLING,Active,2026-05-26 23:51:50,/warp 1
8584 -31 -2012,FX_02,Nether Gold Ore,575,10,BUYING,Active,2026-05-26 23:51:51,/warp 1
8584 -30 -2012,FX_02,Nether Quartz Ore,576,15,BUYING,Active,2026-05-26 23:51:52,/warp 1
8584 -30 -2011,FX_02,Nether Quartz Ore,0,30,SELLING,out of stock,2026-05-26 23:51:53,/warp 1
8584 -30 -2014,FX_02,Nether Bricks,3456,5,SELLING,Active,2026-05-26 23:52:05,/warp 1
8584 -30 -2015,FX_02,Nether Bricks,0,2.5,BUYING,out of space,2026-05-26 23:52:05,/warp 1
8584 -31 -2015,FX_02,Red Nether Bricks,3456,2.5,BUYING,Active,2026-05-26 23:52:06,/warp 1
8584 -31 -2014,FX_02,Red Nether Bricks,0,5,SELLING,out of stock,2026-05-26 23:52:07,/warp 1
8584 -32 -2014,FX_02,Netherrack,3156,2,SELLING,Active,2026-05-26 23:52:08,/warp 1
8584 -32 -2015,FX_02,Netherrack,300,1,BUYING,Active,2026-05-26 23:52:09,/warp 1
8584 -33 -2015,FX_02,Magma Block,3181,5,BUYING,Active,2026-05-26 23:52:10,/warp 1
8584 -33 -2014,FX_02,Magma Block,275,10,SELLING,Active,2026-05-26 23:52:11,/warp 1
8584 -33 -2017,FX_02,Crying Obsidian,0,50,SELLING,out of stock,2026-05-26 23:52:12,/warp 1
8584 -33 -2018,FX_02,Crying Obsidian,3456,25,BUYING,Active,2026-05-26 23:52:13,/warp 1
8584 -32 -2018,FX_02,Obsidian,3456,20,BUYING,Active,2026-05-26 23:52:14,/warp 1
8584 -32 -2017,FX_02,Obsidian,0,40,SELLING,out of stock,2026-05-26 23:52:15,/warp 1
8584 -31 -2017,FX_02,Shroomlight,19,30,SELLING,Active,2026-05-26 23:52:16,/warp 1
8584 -31 -2018,FX_02,Shroomlight,3437,15,BUYING,Active,2026-05-26 23:52:17,/warp 1
8585 -30 -2020,FX_02,Respawn Anchor,0,150,SELLING,out of stock,2026-05-26 23:52:20,/warp 1
8586 -30 -2020,FX_02,Respawn Anchor,384,75,BUYING,Active,2026-05-26 23:52:20,/warp 1
8586 -31 -2020,FX_02,Soul Sand,3456,2.5,BUYING,Active,2026-05-26 23:52:21,/warp 1
8585 -31 -2020,FX_02,Soul Sand,0,5,SELLING,out of stock,2026-05-26 23:52:22,/warp 1
8585 -32 -2020,FX_02,Soul Soil,3433,5,SELLING,Active,2026-05-26 23:52:23,/warp 1
8586 -32 -2020,FX_02,Soul Soil,23,2.5,BUYING,Active,2026-05-26 23:52:24,/warp 1
8585 -33 -2020,FX_02,Bone Block,371,5,SELLING,Active,2026-05-26 23:52:24,/warp 1
8586 -33 -2020,FX_02,Bone Block,3085,2.5,BUYING,Active,2026-05-26 23:52:25,/warp 1
8588 -33 -2020,FX_02,End Rod,0,6,SELLING,out of stock,2026-05-26 23:53:11,/warp 1
8589 -33 -2021,FX_02,End Rod,3456,3,BUYING,Active,2026-05-26 23:53:13,/warp 1
8589 -32 -2020,FX_02,Purpur Block,3456,3,BUYING,Active,2026-05-26 23:53:13,/warp 1
8588 -32 -2020,FX_02,Purpur Block,0,6,SELLING,out of stock,2026-05-26 23:53:14,/warp 1
8588 -31 -2020,FX_02,Purpur Pillar,342,6,SELLING,Active,2026-05-26 23:53:15,/warp 1
8589 -31 -2020,FX_02,Purpur Pillar,3114,3,BUYING,Active,2026-05-26 23:53:15,/warp 1
8589 -30 -2020,FX_02,End Stone,832,3,BUYING,Active,2026-05-26 23:53:16,/warp 1
8588 -30 -2020,FX_02,End Stone,2624,6,SELLING,Active,2026-05-26 23:53:17,/warp 1
8591 -30 -2020,FX_02,Sculk Shrieker,120,50,SELLING,Active,2026-05-26 23:53:20,/warp 1
8592 -30 -2020,FX_02,Sculk Shrieker,3336,25,BUYING,Active,2026-05-26 23:53:21,/warp 1
8591 -31 -2020,FX_02,Sculk Catalyst,15,30,SELLING,Active,2026-05-26 23:53:22,/warp 1
8592 -31 -2020,FX_02,Sculk Catalyst,3441,15,BUYING,Active,2026-05-26 23:53:23,/warp 1
8591 -32 -2020,FX_02,Sculk,3456,5,SELLING,Active,2026-05-26 23:53:23,/warp 1
8592 -32 -2020,FX_02,Sculk,0,2.5,BUYING,out of space,2026-05-26 23:53:24,/warp 1
8591 -33 -2020,FX_02,Sculk Vein,3390,5,SELLING,Active,2026-05-26 23:53:25,/warp 1
8592 -33 -2020,FX_02,Sculk Vein,66,2.5,BUYING,Active,2026-05-26 23:53:26,/warp 1
8594 -33 -2020,FX_02,Scaffolding,579,4,SELLING,Active,2026-05-26 23:53:28,/warp 1
8595 -33 -2020,FX_02,Scaffolding,2877,2,BUYING,Active,2026-05-26 23:53:29,/warp 1
8595 -32 -2020,FX_02,Mushroom Stem,3456,5,BUYING,Active,2026-05-26 23:53:30,/warp 1
8594 -32 -2020,FX_02,Mushroom Stem,0,10,SELLING,out of stock,2026-05-26 23:53:30,/warp 1
8594 -31 -2020,FX_02,Brown Mushroom Block,2704,6,SELLING,Active,2026-05-26 23:53:31,/warp 1
8595 -31 -2020,FX_02,Brown Mushroom Block,752,3,BUYING,Active,2026-05-26 23:53:32,/warp 1
8594 -30 -2020,FX_02,Red Mushroom Block,3359,6,SELLING,Active,2026-05-26 23:53:33,/warp 1
8595 -30 -2020,FX_02,Red Mushroom Block,97,3,BUYING,Active,2026-05-26 23:53:34,/warp 1
8597 -30 -2019,FX_02,Armor Stand,0,30,SELLING,out of stock,2026-05-26 23:53:36,/warp 1
8597 -30 -2018,FX_02,Armor Stand,864,15,BUYING,Active,2026-05-26 23:53:37,/warp 1
8597 -31 -2018,FX_02,Item Frame,144,5,BUYING,Active,2026-05-26 23:53:38,/warp 1
8597 -31 -2019,FX_02,Item Frame,3312,10,SELLING,Active,2026-05-26 23:53:39,/warp 1
8597 -32 -2019,FX_02,Painting,0,10,SELLING,out of stock,2026-05-26 23:53:40,/warp 1
8597 -32 -2018,FX_02,Painting,3456,5,BUYING,Active,2026-05-26 23:53:42,/warp 1
8597 -33 -2018,FX_02,Lantern,2724,2.5,BUYING,Active,2026-05-26 23:53:42,/warp 1
8597 -33 -2019,FX_02,Lantern,732,5,SELLING,Active,2026-05-26 23:53:43,/warp 1
8597 -33 -2016,FX_02,Moss Carpet,2785,2.5,SELLING,Active,2026-05-26 23:53:45,/warp 1
8597 -33 -2015,FX_02,Moss Carpet,671,1.25,BUYING,Active,2026-05-26 23:53:46,/warp 1
8597 -32 -2015,FX_02,Moss Block,847,3,BUYING,Active,2026-05-26 23:53:46,/warp 1
8597 -32 -2016,FX_02,Moss Block,2609,7.5,SELLING,Active,2026-05-26 23:53:47,/warp 1
8597 -31 -2016,FX_02,Campfire,108,30,SELLING,Active,2026-05-26 23:53:48,/warp 1
8597 -31 -2015,FX_02,Campfire,3348,15,BUYING,Active,2026-05-26 23:53:49,/warp 1
8597 -30 -2015,FX_02,Candle,1322,1.5,BUYING,Active,2026-05-26 23:53:50,/warp 1
8597 -30 -2016,FX_02,Candle,2134,3,SELLING,Active,2026-05-26 23:53:51,/warp 1
8597 -30 -2013,FX_02,Lead,0,1,SELLING,out of stock,2026-05-26 23:53:52,/warp 1
8597 -30 -2012,FX_02,Lead,3456,0.5,BUYING,Active,2026-05-26 23:53:53,/warp 1
8597 -31 -2012,FX_02,Name Tag,539,100,BUYING,Active,2026-05-26 23:53:54,/warp 1
8597 -31 -2013,FX_02,Name Tag,37,300,SELLING,Active,2026-05-26 23:53:55,/warp 1
8597 -32 -2013,FX_02,Bookshelf,0,30,SELLING,out of stock,2026-05-26 23:53:55,/warp 1
8597 -32 -2012,FX_02,Bookshelf,3456,15,BUYING,Active,2026-05-26 23:53:56,/warp 1
8601 -38 -2009,FX_02,Redstone Comparator,3440,20,BUYING,Active,2026-05-26 23:54:01,/warp 1
8601 -38 -2010,FX_02,Redstone Comparator,16,40,SELLING,Active,2026-05-26 23:54:02,/warp 1
8601 -37 -2010,FX_02,Redstone Repeater,1874,40,SELLING,Active,2026-05-26 23:54:03,/warp 1
8601 -37 -2009,FX_02,Redstone Repeater,1582,20,BUYING,Active,2026-05-26 23:54:04,/warp 1
8601 -36 -2009,FX_02,Redstone Torch,3456,0.5,BUYING,Active,2026-05-26 23:54:05,/warp 1
8601 -36 -2010,FX_02,Redstone Torch,0,1,SELLING,out of stock,2026-05-26 23:54:06,/warp 1
8601 -35 -2010,FX_02,Block of Redstone,0,1,SELLING,out of stock,2026-05-26 23:54:07,/warp 1
8601 -35 -2009,FX_02,Block of Redstone,3456,0.5,BUYING,Active,2026-05-26 23:54:08,/warp 1
8601 -35 -2006,FX_02,Daylight Detector,484,40,BUYING,Active,2026-05-26 23:54:12,/warp 1
8601 -35 -2007,FX_02,Daylight Detector,156,75,SELLING,Active,2026-05-26 23:54:13,/warp 1
8601 -36 -2006,FX_02,Composter,19,12.5,BUYING,Active,2026-05-26 23:54:14,/warp 1
8601 -36 -2007,FX_02,Composter,3437,25,SELLING,Active,2026-05-26 23:54:15,/warp 1
8601 -37 -2006,FX_02,Hopper,3392,32.5,BUYING,Active,2026-05-26 23:54:15,/warp 1
8601 -37 -2007,FX_02,Hopper,0,75,SELLING,out of stock,2026-05-26 23:54:16,/warp 1
8601 -38 -2006,FX_02,Note Block,197,12.5,BUYING,Active,2026-05-26 23:54:17,/warp 1
8601 -38 -2007,FX_02,Note Block,3259,25,SELLING,Active,2026-05-26 23:54:18,/warp 1
8599 -38 -2004,FX_02,Sticky Piston,3251,25,BUYING,Active,2026-05-26 23:54:20,/warp 1
8600 -38 -2004,FX_02,Sticky Piston,205,50,SELLING,Active,2026-05-26 23:54:20,/warp 1
8599 -37 -2004,FX_02,Piston,3456,20,BUYING,Active,2026-05-26 23:54:21,/warp 1
8600 -37 -2004,FX_02,Piston,0,50,SELLING,out of stock,2026-05-26 23:54:22,/warp 1
8599 -36 -2004,FX_02,Honey Block,1728,15,BUYING,Active,2026-05-26 23:54:23,/warp 1
8600 -36 -2004,FX_02,Honey Block,0,30,SELLING,out of stock,2026-05-26 23:54:24,/warp 1
8599 -35 -2004,FX_02,Slime Block,31,25,BUYING,Active,2026-05-26 23:54:25,/warp 1
8600 -35 -2004,FX_02,Slime Block,1057,50,SELLING,Active,2026-05-26 23:54:27,/warp 1
8595 -38 -2004,FX_02,Dropper,3120,30,SELLING,Active,2026-05-26 23:54:58,/warp 1
8594 -38 -2004,FX_02,Dropper,336,15,BUYING,Active,2026-05-26 23:54:59,/warp 1
8595 -37 -2004,FX_02,Dispenser,79,125,SELLING,Active,2026-05-26 23:54:59,/warp 1
8595 -36 -2004,FX_02,Observer,569,110,SELLING,Active,2026-05-26 23:55:01,/warp 1
8594 -36 -2004,FX_02,Observer,2887,50,BUYING,Active,2026-05-26 23:55:02,/warp 1
8595 -35 -2004,FX_02,Crafter,0,100,SELLING,out of stock,2026-05-26 23:55:04,/warp 1
8594 -35 -2004,FX_02,Crafter,3456,50,BUYING,Active,2026-05-26 23:55:04,/warp 1
8592 -35 -2004,FX_02,Bell,0,250,SELLING,out of stock,2026-05-26 23:55:06,/warp 1
8591 -35 -2004,FX_02,Bell,3456,50,BUYING,Active,2026-05-26 23:55:07,/warp 1
8591 -36 -2004,FX_02,Copper Bulb,1889,15,BUYING,Active,2026-05-26 23:55:08,/warp 1
8592 -36 -2004,FX_02,Copper Bulb,1567,30,SELLING,Active,2026-05-26 23:55:08,/warp 1
8592 -38 -2004,FX_02,Iron Trapdoor,469,50,SELLING,Active,2026-05-26 23:55:11,/warp 1
8591 -38 -2004,FX_02,Iron Trapdoor,2987,25,BUYING,Active,2026-05-26 23:55:12,/warp 1
8589 -38 -2004,FX_02,TNT,0,50,SELLING,out of stock,2026-05-26 23:55:13,/warp 1
8588 -38 -2004,FX_02,TNT,3456,25,BUYING,Active,2026-05-26 23:55:14,/warp 1
8589 -37 -2004,FX_02,Target,0,30,SELLING,out of stock,2026-05-26 23:55:15,/warp 1
8588 -37 -2004,FX_02,Target,3456,15,BUYING,Active,2026-05-26 23:55:16,/warp 1
8589 -36 -2004,FX_02,Lever,516,5,SELLING,Active,2026-05-26 23:55:17,/warp 1
8588 -36 -2004,FX_02,Lever,2940,2.5,BUYING,Active,2026-05-26 23:55:18,/warp 1
8589 -35 -2004,FX_02,Tripwire Hook,63,5,SELLING,Active,2026-05-26 23:55:19,/warp 1
8588 -35 -2004,FX_02,Tripwire Hook,3393,2.5,BUYING,Active,2026-05-26 23:55:20,/warp 1
8586 -35 -2004,FX_02,Minecart,0,30,SELLING,out of stock,2026-05-26 23:55:21,/warp 1
8585 -35 -2004,FX_02,Minecart,54,15,BUYING,Active,2026-05-26 23:55:22,/warp 1
8586 -37 -2004,FX_02,Rail,0,10,SELLING,out of stock,2026-05-26 23:55:26,/warp 1
8585 -37 -2004,FX_02,Rail,3456,5,BUYING,Active,2026-05-26 23:55:27,/warp 1
8586 -38 -2004,FX_02,Powered Rail,1350,60,SELLING,Active,2026-05-26 23:55:28,/warp 1
8585 -38 -2004,FX_02,Powered Rail,2106,30,BUYING,Active,2026-05-26 23:55:29,/warp 1
8584 -38 -2005,FX_02,Pumpkin Seeds,2299,2,SELLING,Active,2026-05-26 23:55:30,/warp 1
8584 -38 -2006,FX_02,Pumpkin Seeds,1157,1,BUYING,Active,2026-05-26 23:55:31,/warp 1
8584 -37 -2005,FX_02,Pumpkin,3074,3,SELLING,Active,2026-05-26 23:55:35,/warp 1
8584 -37 -2006,FX_02,Pumpkin,382,1.5,BUYING,Active,2026-05-26 23:55:36,/warp 1
8584 -36 -2005,FX_02,Melon Seeds,1114,2,SELLING,Active,2026-05-26 23:55:36,/warp 1
8584 -36 -2006,FX_02,Melon Seeds,2342,1,BUYING,Active,2026-05-26 23:55:37,/warp 1
8584 -35 -2005,FX_02,Melon,3456,3,SELLING,Active,2026-05-26 23:55:38,/warp 1
8584 -35 -2006,FX_02,Melon,0,1.5,BUYING,out of space,2026-05-26 23:55:39,/warp 1
8584 -35 -2008,FX_02,Potato,3456,2,SELLING,Active,2026-05-26 23:55:40,/warp 1
8584 -35 -2009,FX_02,Potato,0,1,BUYING,out of space,2026-05-26 23:55:41,/warp 1
8584 -36 -2009,FX_02,Carrot,100,1,BUYING,Active,2026-05-26 23:55:42,/warp 1
8584 -36 -2008,FX_02,Carrot,3356,2,SELLING,Active,2026-05-26 23:55:43,/warp 1
8584 -37 -2008,FX_02,Honeycomb Block,3456,40,SELLING,Active,2026-05-26 23:55:44,/warp 1
8584 -37 -2009,FX_02,Honeycomb Block,0,20,BUYING,out of space,2026-08-01 19:34:28,/warp spawn
8584 -38 -2009,FX_02,Honeycomb,0,3.5,BUYING,out of space,2026-08-01 19:34:51,/warp 1
8584 -38 -2008,FX_02,Honeycomb,2417,7,SELLING,Active,2026-05-26 23:55:47,/warp 1
8584 -38 -2011,FX_02,Cocoa Beans,3087,3,SELLING,Active,2026-05-26 23:55:49,/warp 1
8584 -38 -2012,FX_02,Cocoa Beans,369,1.5,BUYING,Active,2026-05-26 23:55:50,/warp 1
8584 -37 -2011,FX_02,Apple,815,5,SELLING,Active,2026-05-26 23:55:51,/warp 1
8584 -37 -2012,FX_02,Apple,2641,2.5,BUYING,Active,2026-05-26 23:55:52,/warp 1
8584 -36 -2012,FX_02,Wheat Seeds,637,0.5,BUYING,Active,2026-05-26 23:55:54,/warp 1
8584 -36 -2011,FX_02,Wheat Seeds,2819,1,SELLING,Active,2026-05-26 23:55:55,/warp 1
8584 -35 -2011,FX_02,Wheat,0,2,SELLING,out of stock,2026-05-26 23:55:56,/warp 1
8584 -35 -2012,FX_02,Wheat,3456,1,BUYING,Active,2026-05-26 23:55:57,/warp 1
8584 -35 -2014,FX_02,Beetroot,1572,2,SELLING,Active,2026-05-26 23:55:57,/warp 1
8584 -35 -2015,FX_02,Beetroot,1884,1,BUYING,Active,2026-05-26 23:55:58,/warp 1
8584 -36 -2015,FX_02,Beetroot Seeds,2564,0.5,BUYING,Active,2026-05-26 23:55:59,/warp 1
8584 -36 -2014,FX_02,Beetroot Seeds,892,1,SELLING,Active,2026-05-26 23:56:00,/warp 1
8584 -37 -2014,FX_02,Nether Wart,3456,4,SELLING,Active,2026-05-26 23:56:01,/warp 1
8584 -37 -2015,FX_02,Nether Wart,0,2,BUYING,out of space,2026-05-26 23:56:02,/warp 1
8584 -38 -2015,FX_02,Sweet Berries,1785,1,BUYING,Active,2026-05-26 23:56:02,/warp 1
8584 -38 -2014,FX_02,Sweet Berries,1671,2,SELLING,Active,2026-05-26 23:56:03,/warp 1
8584 -38 -2017,FX_02,Bone Meal,2592,0.5,SELLING,Active,2026-05-26 23:56:04,/warp 1
8584 -38 -2018,FX_02,Bone Meal,864,0.25,BUYING,Active,2026-05-26 23:56:05,/warp 1
8584 -37 -2018,FX_02,Cactus,64,1,BUYING,Active,2026-05-26 23:56:06,/warp 1
8584 -37 -2017,FX_02,Cactus,3392,2,SELLING,Active,2026-05-26 23:56:07,/warp 1
8584 -36 -2017,FX_02,Paper,0,3,SELLING,out of stock,2026-05-26 23:56:08,/warp 1
8584 -36 -2018,FX_02,Paper,3456,1.5,BUYING,Active,2026-05-26 23:56:09,/warp 1
8584 -35 -2018,FX_02,Sugar Cane,382,1.5,BUYING,Active,2026-05-26 23:56:10,/warp 1
8584 -35 -2017,FX_02,Sugar Cane,3074,3,SELLING,Active,2026-05-26 23:56:11,/warp 1
8585 -35 -2020,FX_02,Spider Eye,3456,0.35,SELLING,Active,2026-05-26 23:56:13,/warp 1
8586 -35 -2020,FX_02,Spider Eye,0,0.15,BUYING,out of space,2026-05-26 23:56:14,/warp 1
8586 -36 -2020,FX_02,String,1110,0.15,BUYING,Active,2026-05-26 23:56:15,/warp 1
8585 -36 -2020,FX_02,String,2346,0.35,SELLING,Active,2026-05-26 23:56:16,/warp 1
8585 -37 -2020,FX_02,Arrow,2174,0.35,SELLING,Active,2026-05-26 23:56:17,/warp 1
8586 -37 -2020,FX_02,Arrow,1282,0.15,BUYING,Active,2026-05-26 23:56:18,/warp 1
8586 -38 -2020,FX_02,Rotten Flesh,0,0.15,BUYING,out of space,2026-05-26 23:56:19,/warp 1
8585 -38 -2020,FX_02,Rotten Flesh,3456,0.35,SELLING,Active,2026-05-26 23:56:20,/warp 1
8588 -38 -2020,FX_02,Magma Cream,161,2,SELLING,Active,2026-05-26 23:56:21,/warp 1
8589 -38 -2020,FX_02,Magma Cream,3295,1,BUYING,Active,2026-05-26 23:56:22,/warp 1
8589 -37 -2020,FX_02,Ink Sac,614,5,BUYING,Active,2026-05-26 23:56:23,/warp 1
8588 -37 -2020,FX_02,Ink Sac,2842,15,SELLING,Active,2026-05-26 23:56:24,/warp 1
8588 -36 -2020,FX_02,Blaze Rod,3456,2,SELLING,Active,2026-05-26 23:56:25,/warp 1
8589 -36 -2020,FX_02,Blaze Rod,0,1,BUYING,out of space,2026-05-26 23:56:26,/warp 1
8589 -35 -2020,FX_02,Ghast Tear,0,5000,BUYING,out of space,2026-05-26 23:56:28,/warp 1
8588 -35 -2020,FX_02,Ghast Tear,128,10000,SELLING,Active,2026-05-26 23:56:29,/warp 1
8591 -38 -2020,FX_02,Stick,2553,0.1,SELLING,Active,2026-05-26 23:56:30,/warp 1
8592 -38 -2020,FX_02,Stick,903,0.05,BUYING,Active,2026-05-26 23:56:31,/warp 1
8592 -37 -2020,FX_02,Glass Bottle,0,1.5,BUYING,out of space,2026-05-26 23:56:32,/warp 1
8591 -37 -2020,FX_02,Glass Bottle,3456,3,SELLING,Active,2026-05-26 23:56:33,/warp 1
8591 -36 -2020,FX_02,Glowstone Dust,2938,2,SELLING,Active,2026-05-26 23:56:34,/warp 1
8592 -36 -2020,FX_02,Glowstone Dust,518,1,BUYING,Active,2026-05-26 23:56:35,/warp 1
8592 -35 -2020,FX_02,Egg,0,2.5,BUYING,out of space,2026-05-26 23:56:36,/warp 1
8591 -35 -2020,FX_02,Egg,864,5,SELLING,Active,2026-05-26 23:56:37,/warp 1
8594 -35 -2020,FX_02,Gunpowder,2481,5,SELLING,Active,2026-05-26 23:56:38,/warp 1
8595 -35 -2020,FX_02,Gunpowder,975,2.5,BUYING,Active,2026-05-26 23:56:39,/warp 1
8595 -36 -2020,FX_02,Leather,848,1.5,BUYING,Active,2026-05-26 23:56:40,/warp 1
8594 -36 -2020,FX_02,Leather,2608,3,SELLING,Active,2026-05-26 23:56:41,/warp 1
8594 -37 -2020,FX_02,Feather,2914,2,SELLING,Active,2026-05-26 23:56:42,/warp 1
8595 -37 -2020,FX_02,Feather,542,1,BUYING,Active,2026-05-26 23:56:43,/warp 1
8595 -38 -2020,FX_02,Wither Rose,3456,2.5,BUYING,Active,2026-05-26 23:56:44,/warp 1
8594 -38 -2020,FX_02,Wither Rose,0,5,SELLING,out of stock,2026-05-26 23:56:45,/warp 1
8597 -38 -2019,FX_02,Wither Skeleton Skull,8,12500,SELLING,Active,2026-05-26 23:56:46,/warp 1
8597 -38 -2018,FX_02,Wither Skeleton Skull,56,6250,BUYING,Active,2026-05-26 23:56:47,/warp 1
8597 -37 -2018,FX_02,Ochre Froglight,715,1.5,BUYING,Active,2026-05-26 23:56:48,/warp 1
8597 -37 -2019,FX_02,Ochre Froglight,2741,3,SELLING,Active,2026-05-26 23:56:49,/warp 1
8597 -36 -2019,FX_02,Verdant Froglight,3455,3,SELLING,Active,2026-05-26 23:56:50,/warp 1
8597 -36 -2018,FX_02,Verdant Froglight,1,1.5,BUYING,Active,2026-05-26 23:56:51,/warp 1
8597 -35 -2018,FX_02,Pearlescent Froglight,2444,1.5,BUYING,Active,2026-05-26 23:56:52,/warp 1
8597 -35 -2019,FX_02,Pearlescent Froglight,1012,3,SELLING,Active,2026-05-26 23:56:53,/warp 1
8601 -43 -2013,FX_02,Deepslate Diamond Ore,1728,150,BUYING,Active,2026-05-26 23:56:59,/warp 1
8601 -43 -2014,FX_02,Deepslate Diamond Ore,0,300,SELLING,out of stock,2026-05-26 23:57:00,/warp 1
8601 -42 -2013,FX_02,Diamond Ore,1728,150,BUYING,Active,2026-05-26 23:57:01,/warp 1
8601 -42 -2014,FX_02,Diamond Ore,0,300,SELLING,out of stock,2026-05-26 23:57:02,/warp 1
8601 -41 -2013,FX_02,Diamond,3344,90,BUYING,Active,2026-05-26 23:57:03,/warp 1
8601 -41 -2014,FX_02,Diamond,48,130,SELLING,Active,2026-05-26 23:57:03,/warp 1
8601 -40 -2013,FX_02,Netherite Ingot,64,2500,BUYING,Active,2026-05-26 23:57:04,/warp 1
8601 -40 -2014,FX_02,Netherite Ingot,0,4750,SELLING,out of stock,2026-05-26 23:57:05,/warp 1
8601 -40 -2011,FX_02,Gold Ingot,0,30,SELLING,out of stock,2026-05-26 23:57:06,/warp 1
8601 -40 -2010,FX_02,Gold Ingot,3456,15,BUYING,Active,2026-05-26 23:57:07,/warp 1
8601 -41 -2011,FX_02,Raw Gold,0,25,SELLING,out of stock,2026-05-26 23:57:08,/warp 1
8601 -41 -2010,FX_02,Raw Gold,3456,12.5,BUYING,Active,2026-05-26 23:57:09,/warp 1
8601 -42 -2011,FX_02,Iron Ingot,1,15,SELLING,Active,2026-05-26 23:57:10,/warp 1
8601 -43 -2011,FX_02,Raw Iron,0,7,SELLING,out of stock,2026-05-26 23:57:12,/warp 1
8601 -43 -2010,FX_02,Raw Iron,3456,3.5,BUYING,Active,2026-05-26 23:57:12,/warp 1
8601 -43 -2008,FX_02,Emerald,0,40,SELLING,out of stock,2026-05-26 23:57:14,/warp 1
8601 -43 -2007,FX_02,Emerald,3456,20,BUYING,Active,2026-05-26 23:57:14,/warp 1
8601 -42 -2008,FX_02,Block of Coal,2679,45,SELLING,Active,2026-05-26 23:57:15,/warp 1
8601 -42 -2007,FX_02,Block of Coal,9,22.5,BUYING,Active,2026-05-26 23:57:16,/warp 1
8601 -41 -2008,FX_02,Coal,1578,5,SELLING,Active,2026-05-26 23:57:17,/warp 1
8601 -41 -2007,FX_02,Coal,1878,2.5,BUYING,Active,2026-05-26 23:57:18,/warp 1
8601 -40 -2008,FX_02,Lapis Lazuli,0,5,SELLING,out of stock,2026-05-26 23:57:19,/warp 1
8601 -40 -2007,FX_02,Lapis Lazuli,3456,2.5,BUYING,Active,2026-05-26 23:57:20,/warp 1
8601 -40 -2005,FX_02,Copper Ingot,3456,5,SELLING,Active,2026-05-26 23:57:21,/warp 1
8601 -40 -2004,FX_02,Copper Ingot,0,2.5,BUYING,out of space,2026-05-26 23:57:22,/warp 1
8601 -41 -2005,FX_02,Raw Copper,3456,6,SELLING,Active,2026-05-26 23:57:23,/warp 1
8601 -41 -2004,FX_02,Raw Copper,0,4,BUYING,out of space,2026-05-26 23:57:24,/warp 1
8601 -42 -2005,FX_02,Copper Ore,2620,40,SELLING,Active,2026-05-26 23:57:25,/warp 1
8601 -42 -2004,FX_02,Copper Ore,836,25,BUYING,Active,2026-05-26 23:57:26,/warp 1
