Item,Seller,Sell_Price,Buy_Price,Margin_Per_Item,Seller_Warp,Seller_Location,Seller_Timestamp,Buyer_Timestamp
String,FX_02,0.0,0.21,0.21,/warp 1,8551 -31 -2041,2026-05-31 21:55:29,2026-05-27 00:08:54
String,FX_02,0.0,0.21,0.21,/warp 1,8551 -31 -2041,2026-05-31 21:55:29,2026-05-27 00:08:55
String,FX_02,0.0,0.21,0.21,/warp 1,8551 -31 -2041,2026-05-31 21:55:29,2026-05-27 00:08:56
String,FX_02,0.0,0.21,0.21,/warp 1,8551 -31 -2041,2026-05-31 21:55:29,2026-05-27 00:08:56
String,FX_02,0.0,0.21,0.21,/warp 1,8551 -31 -2041,2026-05-31 21:55:29,2026-05-27 00:08:57
String,FX_02,0.0,0.21,0.21,/warp 1,8551 -32 -2041,2026-05-31 21:55:23,2026-05-27 00:08:49
String,FX_02,0.0,0.21,0.21,/warp 1,8551 -32 -2041,2026-05-31 21:55:23,2026-05-27 00:08:50
String,FX_02,0.0,0.21,0.21,/warp 1,8551 -32 -2041,2026-05-31 21:55:23,2026-05-27 00:08:51
String,FX_02,0.0,0.21,0.21,/warp 1,8551 -32 -2041,2026-05-31 21:55:23,2026-05-27 00:08:52
Arrow,FX_02,0.0,0.21,0.21,/warp 1,8571 -31 -2044,2026-06-01 17:34:35,2026-05-27 00:03:47
Arrow,FX_02,0.0,0.21,0.21,/warp 1,8571 -31 -2044,2026-06-01 17:34:35,2026-05-27 00:03:46
Arrow,FX_02,0.0,0.21,0.21,/warp 1,8571 -31 -2045,2026-06-01 17:34:30,2026-05-27 00:04:09
String,FX_02,0.0,0.21,0.21,/warp 1,8551 -30 -2041,2026-05-31 21:55:38,2026-05-27 00:08:55
String,FX_02,0.0,0.21,0.21,/warp 1,8551 -30 -2041,2026-05-31 21:55:38,2026-05-27 00:08:54
String,FX_02,0.0,0.21,0.21,/warp 1,8551 -30 -2041,2026-05-31 21:55:38,2026-05-27 00:08:53
String,FX_02,0.0,0.21,0.21,/warp 1,8551 -30 -2041,2026-05-31 21:55:38,2026-05-27 00:08:53
String,FX_02,0.0,0.21,0.21,/warp 1,8551 -30 -2041,2026-05-31 21:55:38,2026-05-27 00:08:52
String,FX_02,0.0,0.21,0.21,/warp 1,8551 -30 -2040,2026-05-31 21:55:35,2026-05-27 00:08:58
Arrow,FX_02,0.0,0.21,0.21,/warp 1,8571 -32 -2046,2026-06-01 17:34:26,2026-05-27 00:04:04
Arrow,FX_02,0.0,0.21,0.21,/warp 1,8571 -32 -2046,2026-06-01 17:34:26,2026-05-27 00:03:51
Arrow,FX_02,0.0,0.21,0.21,/warp 1,8571 -31 -2044,2026-06-01 17:34:35,2026-05-27 00:03:50
Arrow,FX_02,0.0,0.21,0.21,/warp 1,8571 -31 -2044,2026-06-01 17:34:35,2026-05-27 00:04:04
Arrow,FX_02,0.0,0.21,0.21,/warp 1,8571 -31 -2044,2026-06-01 17:34:35,2026-05-27 00:04:05
Arrow,FX_02,0.0,0.21,0.21,/warp 1,8571 -32 -2046,2026-06-01 17:34:26,2026-05-27 00:03:50
Arrow,FX_02,0.0,0.21,0.21,/warp 1,8571 -31 -2044,2026-06-01 17:34:35,2026-05-27 00:03:48
Arrow,FX_02,0.0,0.21,0.21,/warp 1,8571 -31 -2045,2026-06-01 17:34:30,2026-05-27 00:03:46
Arrow,FX_02,0.0,0.21,0.21,/warp 1,8571 -31 -2045,2026-06-01 17:34:30,2026-05-27 00:03:47
Arrow,FX_02,0.0,0.21,0.21,/warp 1,8571 -31 -2045,2026-06-01 17:34:30,2026-05-27 00:03:49
Arrow,FX_02,0.0,0.21,0.21,/warp 1,8571 -31 -2045,2026-06-01 17:34:30,2026-05-27 00:03:48
Arrow,FX_02,0.0,0.21,0.21,/warp 1,8571 -31 -2045,2026-06-01 17:34:30,2026-05-27 00:03:51
Arrow,FX_02,0.0,0.21,0.21,/warp 1,8571 -32 -2045,2026-06-01 17:34:24,2026-05-27 00:03:48
Arrow,FX_02,0.0,0.21,0.21,/warp 1,8571 -32 -2045,2026-06-01 17:34:24,2026-05-27 00:03:49
Arrow,FX_02,0.0,0.21,0.21,/warp 1,8571 -31 -2045,2026-06-01 17:34:30,2026-05-27 00:03:50
Arrow,FX_02,0.0,0.21,0.21,/warp 1,8571 -32 -2045,2026-06-01 17:34:24,2026-05-27 00:03:50
Arrow,FX_02,0.0,0.21,0.21,/warp 1,8571 -32 -2045,2026-06-01 17:34:24,2026-05-27 00:03:51
Arrow,FX_02,0.0,0.21,0.21,/warp 1,8571 -32 -2046,2026-06-01 17:34:26,2026-05-27 00:04:05
Arrow,FX_02,0.0,0.21,0.21,/warp 1,8571 -32 -2046,2026-06-01 17:34:26,2026-05-27 00:04:06
Arrow,FX_02,0.0,0.21,0.21,/warp 1,8571 -32 -2046,2026-06-01 17:34:26,2026-05-27 00:04:07
Arrow,FX_02,0.0,0.21,0.21,/warp 1,8571 -32 -2046,2026-06-01 17:34:26,2026-05-27 00:04:08
Arrow,FX_02,0.0,0.21,0.21,/warp 1,8571 -32 -2046,2026-06-01 17:34:26,2026-05-27 00:04:09
Arrow,FX_02,0.0,0.21,0.21,/warp 1,8571 -31 -2044,2026-06-01 17:34:35,2026-05-27 00:03:49
Arrow,FX_02,0.0,0.21,0.21,/warp 1,8571 -32 -2045,2026-06-01 17:34:24,2026-05-27 00:04:09
Arrow,FX_02,0.0,0.21,0.21,/warp 1,8571 -32 -2046,2026-06-01 17:34:26,2026-05-27 00:03:46
Arrow,FX_02,0.0,0.21,0.21,/warp 1,8571 -32 -2046,2026-06-01 17:34:26,2026-05-27 00:03:48
Arrow,FX_02,0.0,0.21,0.21,/warp 1,8571 -32 -2046,2026-06-01 17:34:26,2026-05-27 00:03:47
Arrow,FX_02,0.0,0.21,0.21,/warp 1,8571 -32 -2044,2026-06-01 17:34:21,2026-05-27 00:03:46
Arrow,FX_02,0.0,0.21,0.21,/warp 1,8571 -32 -2044,2026-06-01 17:34:21,2026-05-27 00:03:47
Arrow,FX_02,0.0,0.21,0.21,/warp 1,8571 -32 -2044,2026-06-01 17:34:21,2026-05-27 00:03:48
Arrow,FX_02,0.0,0.21,0.21,/warp 1,8571 -32 -2046,2026-06-01 17:34:26,2026-05-27 00:03:49
Arrow,FX_02,0.0,0.21,0.21,/warp 1,8571 -32 -2044,2026-06-01 17:34:21,2026-05-27 00:03:50
Arrow,FX_02,0.0,0.21,0.21,/warp 1,8571 -32 -2044,2026-06-01 17:34:21,2026-05-27 00:03:51
Arrow,FX_02,0.0,0.21,0.21,/warp 1,8571 -32 -2044,2026-06-01 17:34:21,2026-05-27 00:04:04
Arrow,FX_02,0.0,0.21,0.21,/warp 1,8571 -32 -2044,2026-06-01 17:34:21,2026-05-27 00:04:05
Arrow,FX_02,0.0,0.21,0.21,/warp 1,8571 -32 -2044,2026-06-01 17:34:21,2026-05-27 00:04:06
Arrow,FX_02,0.0,0.21,0.21,/warp 1,8571 -32 -2044,2026-06-01 17:34:21,2026-05-27 00:04:07
Arrow,FX_02,0.0,0.21,0.21,/warp 1,8571 -32 -2044,2026-06-01 17:34:21,2026-05-27 00:04:08
Arrow,FX_02,0.0,0.21,0.21,/warp 1,8571 -32 -2044,2026-06-01 17:34:21,2026-05-27 00:03:49
Arrow,FX_02,0.0,0.21,0.21,/warp 1,8571 -32 -2044,2026-06-01 17:34:21,2026-05-27 00:04:09
Arrow,FX_02,0.0,0.21,0.21,/warp 1,8571 -32 -2045,2026-06-01 17:34:24,2026-05-27 00:03:46
Arrow,FX_02,0.0,0.21,0.21,/warp 1,8571 -33 -2044,2026-06-01 17:34:16,2026-05-27 00:03:46
Arrow,FX_02,0.0,0.21,0.21,/warp 1,8571 -32 -2045,2026-06-01 17:34:24,2026-05-27 00:03:47
Arrow,FX_02,0.0,0.21,0.21,/warp 1,8571 -33 -2044,2026-06-01 17:34:16,2026-05-27 00:03:48
Arrow,FX_02,0.0,0.21,0.21,/warp 1,8571 -33 -2044,2026-06-01 17:34:16,2026-05-27 00:03:49
Arrow,FX_02,0.0,0.21,0.21,/warp 1,8571 -33 -2044,2026-06-01 17:34:16,2026-05-27 00:03:50
Arrow,FX_02,0.0,0.21,0.21,/warp 1,8571 -33 -2044,2026-06-01 17:34:16,2026-05-27 00:03:47
Arrow,FX_02,0.0,0.21,0.21,/warp 1,8571 -33 -2044,2026-06-01 17:34:16,2026-05-27 00:03:51
Arrow,FX_02,0.0,0.21,0.21,/warp 1,8571 -33 -2044,2026-06-01 17:34:16,2026-05-27 00:04:04
Arrow,FX_02,0.0,0.21,0.21,/warp 1,8571 -32 -2045,2026-06-01 17:34:24,2026-05-27 00:04:04
Arrow,FX_02,0.0,0.21,0.21,/warp 1,8571 -32 -2045,2026-06-01 17:34:24,2026-05-27 00:04:05
Arrow,FX_02,0.0,0.21,0.21,/warp 1,8571 -32 -2045,2026-06-01 17:34:24,2026-05-27 00:04:06
Arrow,FX_02,0.0,0.21,0.21,/warp 1,8571 -32 -2045,2026-06-01 17:34:24,2026-05-27 00:04:07
Arrow,FX_02,0.0,0.21,0.21,/warp 1,8571 -32 -2045,2026-06-01 17:34:24,2026-05-27 00:04:08
Arrow,FX_02,0.0,0.21,0.21,/warp 1,8571 -31 -2044,2026-06-01 17:34:35,2026-05-27 00:03:51
Arrow,FX_02,0.0,0.21,0.21,/warp 1,8571 -33 -2045,2026-06-01 17:34:13,2026-05-27 00:03:46
Arrow,FX_02,0.0,0.21,0.21,/warp 1,8571 -33 -2044,2026-06-01 17:34:16,2026-05-27 00:04:09
Arrow,FX_02,0.0,0.21,0.21,/warp 1,8571 -33 -2044,2026-06-01 17:34:16,2026-05-27 00:04:08
Arrow,FX_02,0.0,0.21,0.21,/warp 1,8571 -33 -2044,2026-06-01 17:34:16,2026-05-27 00:04:07
Arrow,FX_02,0.0,0.21,0.21,/warp 1,8571 -33 -2044,2026-06-01 17:34:16,2026-05-27 00:04:05
Arrow,FX_02,0.0,0.21,0.21,/warp 1,8571 -33 -2044,2026-06-01 17:34:16,2026-05-27 00:04:06
Arrow,FX_02,0.0,0.21,0.21,/warp 1,8571 -33 -2045,2026-06-01 17:34:13,2026-05-27 00:03:51
Arrow,FX_02,0.0,0.21,0.21,/warp 1,8571 -33 -2045,2026-06-01 17:34:13,2026-05-27 00:03:47
Arrow,FX_02,0.0,0.21,0.21,/warp 1,8571 -33 -2045,2026-06-01 17:34:13,2026-05-27 00:04:06
Arrow,FX_02,0.0,0.21,0.21,/warp 1,8571 -33 -2045,2026-06-01 17:34:13,2026-05-27 00:04:05
Arrow,FX_02,0.0,0.21,0.21,/warp 1,8571 -33 -2045,2026-06-01 17:34:13,2026-05-27 00:04:08
Arrow,FX_02,0.0,0.21,0.21,/warp 1,8571 -33 -2045,2026-06-01 17:34:13,2026-05-27 00:04:07
Arrow,FX_02,0.0,0.21,0.21,/warp 1,8571 -33 -2045,2026-06-01 17:34:13,2026-05-27 00:04:09
Arrow,FX_02,0.0,0.21,0.21,/warp 1,8571 -33 -2045,2026-06-01 17:34:13,2026-05-27 00:04:04
Arrow,FX_02,0.0,0.21,0.21,/warp 1,8571 -33 -2045,2026-06-01 17:34:13,2026-05-27 00:03:49
Arrow,FX_02,0.0,0.21,0.21,/warp 1,8571 -33 -2045,2026-06-01 17:34:13,2026-05-27 00:03:48
String,FX_02,0.0,0.21,0.21,/warp 1,8551 -34 -2041,2026-06-01 17:33:39,2026-05-27 00:08:56
String,FX_02,0.0,0.21,0.21,/warp 1,8551 -34 -2041,2026-06-01 17:33:39,2026-05-27 00:08:57
String,FX_02,0.0,0.21,0.21,/warp 1,8551 -34 -2041,2026-06-01 17:33:39,2026-05-27 00:10:02
String,FX_02,0.0,0.21,0.21,/warp 1,8551 -34 -2041,2026-06-01 17:33:39,2026-05-27 00:08:58
String,FX_02,0.0,0.21,0.21,/warp 1,8551 -34 -2041,2026-06-01 17:33:39,2026-05-27 00:10:04
String,FX_02,0.0,0.21,0.21,/warp 1,8551 -34 -2041,2026-06-01 17:33:39,2026-05-27 00:10:04
String,FX_02,0.0,0.21,0.21,/warp 1,8551 -34 -2041,2026-06-01 17:33:39,2026-05-27 00:10:05
String,FX_02,0.0,0.21,0.21,/warp 1,8551 -34 -2041,2026-06-01 17:33:39,2026-05-27 00:10:03
String,FX_02,0.0,0.21,0.21,/warp 1,8551 -34 -2041,2026-06-01 17:33:39,2026-05-27 00:10:06
String,FX_02,0.0,0.21,0.21,/warp 1,8551 -34 -2041,2026-06-01 17:33:39,2026-05-27 00:08:49
String,FX_02,0.0,0.21,0.21,/warp 1,8551 -34 -2041,2026-06-01 17:33:39,2026-05-27 00:08:50
String,FX_02,0.0,0.21,0.21,/warp 1,8551 -34 -2041,2026-06-01 17:33:39,2026-05-27 00:08:51
String,FX_02,0.0,0.21,0.21,/warp 1,8551 -34 -2041,2026-06-01 17:33:39,2026-05-27 00:08:52
String,FX_02,0.0,0.21,0.21,/warp 1,8551 -34 -2041,2026-06-01 17:33:39,2026-05-27 00:08:55
String,FX_02,0.0,0.21,0.21,/warp 1,8551 -34 -2041,2026-06-01 17:33:39,2026-05-27 00:08:56
Arrow,FX_02,0.0,0.21,0.21,/warp 1,8571 -33 -2045,2026-06-01 17:34:13,2026-05-27 00:03:50
String,FX_02,0.0,0.21,0.21,/warp 1,8551 -34 -2041,2026-06-01 17:33:39,2026-05-27 00:08:54
String,FX_02,0.0,0.21,0.21,/warp 1,8551 -34 -2041,2026-06-01 17:33:39,2026-05-27 00:08:53
String,FX_02,0.0,0.21,0.21,/warp 1,8551 -34 -2041,2026-06-01 17:33:39,2026-05-27 00:08:53
Arrow,FX_02,0.0,0.21,0.21,/warp 1,8571 -31 -2044,2026-06-01 17:34:35,2026-05-27 00:04:06
Arrow,FX_02,0.0,0.21,0.21,/warp 1,8571 -30 -2044,2026-06-01 17:34:40,2026-05-27 00:03:46
Arrow,FX_02,0.0,0.21,0.21,/warp 1,8571 -30 -2044,2026-06-01 17:34:40,2026-05-27 00:03:47
Arrow,FX_02,0.0,0.21,0.21,/warp 1,8571 -30 -2044,2026-06-01 17:34:40,2026-05-27 00:03:48
Arrow,FX_02,0.0,0.21,0.21,/warp 1,8571 -30 -2044,2026-06-01 17:34:40,2026-05-27 00:03:49
Arrow,FX_02,0.0,0.21,0.21,/warp 1,8571 -30 -2044,2026-06-01 17:34:40,2026-05-27 00:03:50
Arrow,FX_02,0.0,0.21,0.21,/warp 1,8571 -30 -2044,2026-06-01 17:34:40,2026-05-27 00:03:51
Arrow,FX_02,0.0,0.21,0.21,/warp 1,8571 -30 -2044,2026-06-01 17:34:40,2026-05-27 00:04:04
Arrow,FX_02,0.0,0.21,0.21,/warp 1,8571 -30 -2044,2026-06-01 17:34:40,2026-05-27 00:04:05
Arrow,FX_02,0.0,0.21,0.21,/warp 1,8571 -30 -2044,2026-06-01 17:34:40,2026-05-27 00:04:06
Arrow,FX_02,0.0,0.21,0.21,/warp 1,8571 -30 -2044,2026-06-01 17:34:40,2026-05-27 00:04:07
String,FX_02,0.0,0.21,0.21,/warp 1,8551 -31 -2040,2026-05-31 21:54:13,2026-05-27 00:08:56
String,FX_02,0.0,0.21,0.21,/warp 1,8551 -31 -2040,2026-05-31 21:54:13,2026-05-27 00:08:57
String,FX_02,0.0,0.21,0.21,/warp 1,8551 -31 -2040,2026-05-31 21:54:13,2026-05-27 00:08:58
String,FX_02,0.0,0.21,0.21,/warp 1,8551 -32 -2041,2026-05-31 21:55:23,2026-05-27 00:08:53
String,FX_02,0.0,0.21,0.21,/warp 1,8551 -32 -2041,2026-05-31 21:55:23,2026-05-27 00:08:53
String,FX_02,0.0,0.21,0.21,/warp 1,8551 -32 -2041,2026-05-31 21:55:23,2026-05-27 00:08:54
String,FX_02,0.0,0.21,0.21,/warp 1,8551 -32 -2041,2026-05-31 21:55:23,2026-05-27 00:08:55
String,FX_02,0.0,0.21,0.21,/warp 1,8551 -32 -2041,2026-05-31 21:55:23,2026-05-27 00:08:56
String,FX_02,0.0,0.21,0.21,/warp 1,8551 -32 -2041,2026-05-31 21:55:23,2026-05-27 00:08:56
String,FX_02,0.0,0.21,0.21,/warp 1,8551 -32 -2041,2026-05-31 21:55:23,2026-05-27 00:08:57
String,FX_02,0.0,0.21,0.21,/warp 1,8551 -32 -2041,2026-05-31 21:55:23,2026-05-27 00:08:58
String,FX_02,0.0,0.21,0.21,/warp 1,8551 -32 -2041,2026-05-31 21:55:23,2026-05-27 00:10:02
String,FX_02,0.0,0.21,0.21,/warp 1,8551 -32 -2041,2026-05-31 21:55:23,2026-05-27 00:10:03
String,FX_02,0.0,0.21,0.21,/warp 1,8551 -32 -2041,2026-05-31 21:55:23,2026-05-27 00:10:04
String,FX_02,0.0,0.21,0.21,/warp 1,8551 -33 -2041,2026-05-31 21:55:17,2026-05-27 00:08:52
String,FX_02,0.0,0.21,0.21,/warp 1,8551 -33 -2041,2026-05-31 21:55:17,2026-05-27 00:08:53
Arrow,FX_02,0.0,0.21,0.21,/warp 1,8571 -30 -2044,2026-06-01 17:34:40,2026-05-27 00:04:08
Arrow,FX_02,0.0,0.21,0.21,/warp 1,8571 -30 -2044,2026-06-01 17:34:40,2026-05-27 00:04:09
Spider Eye,FX_02,0.0,0.18,0.18,/warp 1,8551 -33 -2048,2026-05-31 21:56:42,2026-05-27 00:08:49
Spider Eye,FX_02,0.0,0.18,0.18,/warp 1,8551 -33 -2048,2026-05-31 21:56:42,2026-05-27 00:08:46
Spider Eye,FX_02,0.0,0.18,0.18,/warp 1,8551 -33 -2048,2026-05-31 21:56:42,2026-05-27 00:08:47
Spider Eye,FX_02,0.0,0.18,0.18,/warp 1,8551 -33 -2048,2026-05-31 21:56:42,2026-05-27 00:08:48
Spider Eye,FX_02,0.0,0.18,0.18,/warp 1,8551 -32 -2048,2026-05-31 21:56:45,2026-05-27 00:05:07
Spider Eye,FX_02,0.0,0.18,0.18,/warp 1,8551 -33 -2048,2026-05-31 21:56:42,2026-05-27 00:10:11
Spider Eye,FX_02,0.0,0.18,0.18,/warp 1,8551 -33 -2048,2026-05-31 21:56:42,2026-05-27 00:10:10
Spider Eye,FX_02,0.0,0.18,0.18,/warp 1,8551 -33 -2048,2026-05-31 21:56:42,2026-05-27 00:08:46
Spider Eye,FX_02,0.0,0.18,0.18,/warp 1,8551 -32 -2048,2026-05-31 21:56:45,2026-05-27 00:09:01
Spider Eye,FX_02,0.0,0.18,0.18,/warp 1,8551 -32 -2048,2026-05-31 21:56:45,2026-05-27 00:09:00
Spider Eye,FX_02,0.0,0.18,0.18,/warp 1,8551 -32 -2048,2026-05-31 21:56:45,2026-05-27 00:08:59
Spider Eye,FX_02,0.0,0.18,0.18,/warp 1,8551 -32 -2048,2026-05-31 21:56:45,2026-05-27 00:08:59
Spider Eye,FX_02,0.0,0.18,0.18,/warp 1,8551 -32 -2048,2026-05-31 21:56:45,2026-05-27 00:08:49
Spider Eye,FX_02,0.0,0.18,0.18,/warp 1,8551 -32 -2048,2026-05-31 21:56:45,2026-05-27 00:08:48
Spider Eye,FX_02,0.0,0.18,0.18,/warp 1,8551 -32 -2048,2026-05-31 21:56:45,2026-05-27 00:08:47
Spider Eye,FX_02,0.0,0.18,0.18,/warp 1,8551 -32 -2048,2026-05-31 21:56:45,2026-05-27 00:08:46
Spider Eye,FX_02,0.0,0.18,0.18,/warp 1,8551 -32 -2048,2026-05-31 21:56:45,2026-05-27 00:08:46
Spider Eye,FX_02,0.0,0.18,0.18,/warp 1,8551 -32 -2048,2026-05-31 21:56:45,2026-05-27 00:08:45
Spider Eye,FX_02,0.0,0.18,0.18,/warp 1,8551 -32 -2048,2026-05-31 21:56:45,2026-05-27 00:05:18
Spider Eye,FX_02,0.0,0.18,0.18,/warp 1,8551 -32 -2048,2026-05-31 21:56:45,2026-05-27 00:05:17
Spider Eye,FX_02,0.0,0.18,0.18,/warp 1,8551 -31 -2048,2026-05-31 21:56:47,2026-05-27 00:05:07
Spider Eye,FX_02,0.0,0.18,0.18,/warp 1,8551 -32 -2048,2026-05-31 21:56:45,2026-05-27 00:10:11
Spider Eye,FX_02,0.0,0.18,0.18,/warp 1,8551 -32 -2048,2026-05-31 21:56:45,2026-05-27 00:10:10
Spider Eye,FX_02,0.0,0.18,0.18,/warp 1,8551 -31 -2048,2026-05-31 21:56:47,2026-05-27 00:08:46
Spider Eye,FX_02,0.0,0.18,0.18,/warp 1,8551 -31 -2048,2026-05-31 21:56:47,2026-05-27 00:08:46
Spider Eye,FX_02,0.0,0.18,0.18,/warp 1,8551 -31 -2048,2026-05-31 21:56:47,2026-05-27 00:08:45
Spider Eye,FX_02,0.0,0.18,0.18,/warp 1,8551 -31 -2048,2026-05-31 21:56:47,2026-05-27 00:05:18
Spider Eye,FX_02,0.0,0.18,0.18,/warp 1,8551 -31 -2048,2026-05-31 21:56:47,2026-05-27 00:05:17
Spider Eye,FX_02,0.0,0.18,0.18,/warp 1,8551 -32 -2048,2026-05-31 21:56:45,2026-05-27 00:10:09
Spider Eye,FX_02,0.0,0.18,0.18,/warp 1,8551 -32 -2048,2026-05-31 21:56:45,2026-05-27 00:10:08
Spider Eye,FX_02,0.0,0.18,0.18,/warp 1,8551 -32 -2048,2026-05-31 21:56:45,2026-05-27 00:10:07
Spider Eye,FX_02,0.0,0.18,0.18,/warp 1,8551 -32 -2048,2026-05-31 21:56:45,2026-05-27 00:10:09
Spider Eye,FX_02,0.0,0.18,0.18,/warp 1,8551 -32 -2048,2026-05-31 21:56:45,2026-05-27 00:09:52
Spider Eye,FX_02,0.0,0.18,0.18,/warp 1,8551 -31 -2048,2026-05-31 21:56:47,2026-05-27 00:10:11
Spider Eye,FX_02,0.0,0.18,0.18,/warp 1,8551 -32 -2048,2026-05-31 21:56:45,2026-05-27 00:09:02
Spider Eye,FX_02,0.0,0.18,0.18,/warp 1,8551 -32 -2048,2026-05-31 21:56:45,2026-05-27 00:09:03
Spider Eye,FX_02,0.0,0.18,0.18,/warp 1,8551 -34 -2044,2026-05-31 21:56:54,2026-05-27 00:05:07
Spider Eye,FX_02,0.0,0.18,0.18,/warp 1,8551 -34 -2044,2026-05-31 21:56:54,2026-05-27 00:10:11
Spider Eye,FX_02,0.0,0.18,0.18,/warp 1,8551 -34 -2044,2026-05-31 21:56:54,2026-05-27 00:10:10
Spider Eye,FX_02,0.0,0.18,0.18,/warp 1,8551 -31 -2048,2026-05-31 21:56:47,2026-05-27 00:10:10
Spider Eye,FX_02,0.0,0.18,0.18,/warp 1,8551 -31 -2048,2026-05-31 21:56:47,2026-05-27 00:10:09
Spider Eye,FX_02,0.0,0.18,0.18,/warp 1,8551 -31 -2048,2026-05-31 21:56:47,2026-05-27 00:10:09
Spider Eye,FX_02,0.0,0.18,0.18,/warp 1,8551 -31 -2048,2026-05-31 21:56:47,2026-05-27 00:10:08
Spider Eye,FX_02,0.0,0.18,0.18,/warp 1,8551 -31 -2048,2026-05-31 21:56:47,2026-05-27 00:10:07
Spider Eye,FX_02,0.0,0.18,0.18,/warp 1,8551 -31 -2048,2026-05-31 21:56:47,2026-05-27 00:09:52
Spider Eye,FX_02,0.0,0.18,0.18,/warp 1,8551 -31 -2048,2026-05-31 21:56:47,2026-05-27 00:09:03
Spider Eye,FX_02,0.0,0.18,0.18,/warp 1,8551 -31 -2048,2026-05-31 21:56:47,2026-05-27 00:09:02
Spider Eye,FX_02,0.0,0.18,0.18,/warp 1,8551 -31 -2048,2026-05-31 21:56:47,2026-05-27 00:09:01
Spider Eye,FX_02,0.0,0.18,0.18,/warp 1,8551 -31 -2048,2026-05-31 21:56:47,2026-05-27 00:09:00
Spider Eye,FX_02,0.0,0.18,0.18,/warp 1,8551 -31 -2048,2026-05-31 21:56:47,2026-05-27 00:08:59
Spider Eye,FX_02,0.0,0.18,0.18,/warp 1,8551 -31 -2048,2026-05-31 21:56:47,2026-05-27 00:08:59
Spider Eye,FX_02,0.0,0.18,0.18,/warp 1,8551 -31 -2048,2026-05-31 21:56:47,2026-05-27 00:08:49
Spider Eye,FX_02,0.0,0.18,0.18,/warp 1,8551 -31 -2048,2026-05-31 21:56:47,2026-05-27 00:08:48
Spider Eye,FX_02,0.0,0.18,0.18,/warp 1,8551 -31 -2048,2026-05-31 21:56:47,2026-05-27 00:08:47
Spider Eye,FX_02,0.0,0.18,0.18,/warp 1,8551 -34 -2044,2026-05-31 21:56:54,2026-05-27 00:09:03
Spider Eye,FX_02,0.0,0.18,0.18,/warp 1,8551 -34 -2044,2026-05-31 21:56:54,2026-05-27 00:09:02
Spider Eye,FX_02,0.0,0.18,0.18,/warp 1,8551 -34 -2044,2026-05-31 21:56:54,2026-05-27 00:09:01
Spider Eye,FX_02,0.0,0.18,0.18,/warp 1,8551 -34 -2044,2026-05-31 21:56:54,2026-05-27 00:09:00
Spider Eye,FX_02,0.0,0.18,0.18,/warp 1,8551 -34 -2044,2026-05-31 21:56:54,2026-05-27 00:08:59
Spider Eye,FX_02,0.0,0.18,0.18,/warp 1,8551 -34 -2044,2026-05-31 21:56:54,2026-05-27 00:08:59
Spider Eye,FX_02,0.0,0.18,0.18,/warp 1,8551 -34 -2044,2026-05-31 21:56:54,2026-05-27 00:08:49
Spider Eye,FX_02,0.0,0.18,0.18,/warp 1,8551 -34 -2044,2026-05-31 21:56:54,2026-05-27 00:08:48
Spider Eye,FX_02,0.0,0.18,0.18,/warp 1,8551 -34 -2044,2026-05-31 21:56:54,2026-05-27 00:08:47
Spider Eye,FX_02,0.0,0.18,0.18,/warp 1,8551 -34 -2044,2026-05-31 21:56:54,2026-05-27 00:08:46
Spider Eye,FX_02,0.0,0.18,0.18,/warp 1,8551 -34 -2044,2026-05-31 21:56:54,2026-05-27 00:08:46
Spider Eye,FX_02,0.0,0.18,0.18,/warp 1,8551 -34 -2044,2026-05-31 21:56:54,2026-05-27 00:08:45
Spider Eye,FX_02,0.0,0.18,0.18,/warp 1,8551 -34 -2044,2026-05-31 21:56:54,2026-05-27 00:05:18
Spider Eye,FX_02,0.0,0.18,0.18,/warp 1,8551 -34 -2044,2026-05-31 21:56:54,2026-05-27 00:05:17
Spider Eye,FX_02,0.0,0.18,0.18,/warp 1,8551 -34 -2044,2026-05-31 21:56:54,2026-05-27 00:09:52
Spider Eye,FX_02,0.0,0.18,0.18,/warp 1,8551 -33 -2048,2026-05-31 21:56:42,2026-05-27 00:09:00
Spider Eye,FX_02,0.0,0.18,0.18,/warp 1,8551 -33 -2048,2026-05-31 21:56:42,2026-05-27 00:08:59
Spider Eye,FX_02,0.0,0.18,0.18,/warp 1,8551 -30 -2045,2026-05-31 21:56:23,2026-05-27 00:09:52
Spider Eye,FX_02,0.0,0.18,0.18,/warp 1,8551 -30 -2045,2026-05-31 21:56:23,2026-05-27 00:09:02
Spider Eye,FX_02,0.0,0.18,0.18,/warp 1,8551 -30 -2045,2026-05-31 21:56:23,2026-05-27 00:09:03
Spider Eye,FX_02,0.0,0.18,0.18,/warp 1,8551 -30 -2045,2026-05-31 21:56:23,2026-05-27 00:09:01
Spider Eye,FX_02,0.0,0.18,0.18,/warp 1,8551 -30 -2045,2026-05-31 21:56:23,2026-05-27 00:09:00
Spider Eye,FX_02,0.0,0.18,0.18,/warp 1,8551 -33 -2048,2026-05-31 21:56:42,2026-05-27 00:10:07
Spider Eye,FX_02,0.0,0.18,0.18,/warp 1,8551 -33 -2048,2026-05-31 21:56:42,2026-05-27 00:10:09
Spider Eye,FX_02,0.0,0.18,0.18,/warp 1,8551 -33 -2048,2026-05-31 21:56:42,2026-05-27 00:10:09
Spider Eye,FX_02,0.0,0.18,0.18,/warp 1,8551 -33 -2048,2026-05-31 21:56:42,2026-05-27 00:10:08
