Item,Quantity,Sell_Price,Buy_Price,Profit_Per_Item,Total_Profit,Seller,Seller_Warp,Seller_Stock,Buyer,Buyer_Warp,Buyer_Stock,Seller_Location,Buyer_Location,Seller_Timestamp,Buyer_Timestamp
Shroomlight,25,15.0,25.0,10.0,250.0,Harmony_Gold_,/warp wood shop,25,SerSicerio,/warp serstore,2269,-6135 25 1414,-17625 159 18748,2026-05-29 12:41:45,2026-08-08 11:39:09
Birch Sapling,99,5.0,7.5,2.5,247.5,glossycherry,/warp cherry shop,99,FX_02,/warp 1,1458,-12093 7 170,8594 -42 -2004,2026-05-29 00:02:59,2026-05-26 23:57:33
Crimson Fungus,55,3.0,7.5,4.5,247.5,celticpiping,/warp celt,55,Killablob,/warp killashop,3456,4778 -49 -13198,11575 72 -5275,2026-08-08 11:46:00,2026-05-30 11:12:46
White Concrete,123,8.0,10.0,2.0,246.0,_ZippyCastle5557,/warp zippytrial,123,Puppies75200,/warp sellconcrete,3243,-2051 -20 1272,5184 1 -13471,2026-08-16 14:47:52,2026-08-08 11:31:50
Raw Chicken,713,0.0,0.34,0.34,242.42000000000002,FX_02,/warp sell me ores,713,__server__,/shop,999999,-10031 138 3513,SERVER_SELL_MOBDROPS,2026-05-29 11:34:54,2026-08-16 13:47:39
Raw Cod,1728,0.2,0.34,0.14,241.92000000000002,BobGuy_,/warp celt,1728,__server__,/shop,999999,4823 -51 -13361,SERVER_SELL_MOBDROPS,2026-08-08 11:53:34,2026-08-16 13:47:39
Raw Cod,1728,0.2,0.34,0.14,241.92000000000002,BobGuy_,/warp celt,1728,__server__,/shop,999999,4822 -51 -13360,SERVER_SELL_MOBDROPS,2026-08-08 11:53:40,2026-08-16 13:47:39
Mossy Cobblestone,483,3.5,4.0,0.5,241.5,Soup__booty,/warp soupshop,483,Effortles,/warp sale,3456,9870 59 -12554,-13436 -4 4362,2026-05-29 11:49:35,2026-05-29 11:31:36
Mangrove Propagule,60,6.0,10.0,4.0,240.0,glossycherry,/warp cherry shop,60,FX_02,/warp 1,3096,-12093 9 170,8584 -42 -2006,2026-05-29 00:02:58,2026-05-26 23:58:03
Sunny Helmet,12,100.0,120.0,20.0,240.0,TycoRC,/warp !tyco's shop,12,AKoopa,/warp koopa,27,-1735 40 3352,13251 114 -6461,2026-05-28 11:23:33,2026-05-30 10:21:07
Sunny Leggings,12,100.0,120.0,20.0,240.0,celticpiping,/warp celt,14,AKoopa,/warp koopa,27,4746 -48 -13217,13254 114 -6461,2026-08-08 11:46:45,2026-05-30 10:21:04
Mossy Cobblestone,238,3.0,4.0,1.0,238.0,_ZippyCastle5557,/warp zippytrial,240,Effortles,/warp sale,3456,-2016 -20 1298,-13436 -4 4362,2026-08-16 14:49:39,2026-05-29 11:31:36
Verdant Froglight,403,1.0,1.58,0.5800000000000001,233.74000000000004,glossycherry,/warp cherry shop,403,Allyri,/warp ri,2696,-12113 8 185,-5263 175 -4846,2026-05-29 00:01:50,2026-05-29 11:21:45
Verdant Froglight,2908,1.5,1.58,0.08000000000000007,232.6400000000002,SpaghettiPasta,/warp one,2908,Allyri,/warp ri,3216,4236 150 6871,-5263 175 -4844,2026-05-29 10:55:58,2026-05-29 11:21:45
Pearlescent Froglight,2892,1.5,1.58,0.08000000000000007,231.3600000000002,SpaghettiPasta,/warp one,3456,Allyri,/warp ri,3456,4235 150 6871,-5264 173 -4850,2026-05-29 10:55:58,2026-05-29 11:21:51
Raw Rabbit,531,0.0,0.425,0.425,225.67499999999998,FX_02,/warp sell me ores,531,__server__,/shop,999999,-10045 133 3509,SERVER_SELL_MOBDROPS,2026-05-29 11:33:28,2026-08-16 13:47:39
Emerald,45,25.0,30.0,5.0,225.0,saltzi,/warp villager trading hall,45,LilOldman,/warp lom,3456,7126 33 12210,-10322 64 -548,2026-05-29 12:31:22,2026-07-26 19:28:14
Bone,1728,0.25,0.38,0.13,224.64000000000001,Harmony_Gold_,/warp wood shop,1728,kaaip,/warp one,3456,-6150 25 1449,4262 150 6814,2026-05-29 12:43:07,2026-05-29 10:48:49
Gunpowder,345,0.35,1.0,0.65,224.25,midwu,/warp panda,1728,_ZippyCastle5557,/warp zippytrial,3456,15696 71 11956,-2040 -18 1276,2026-08-07 08:14:06,2026-08-16 14:48:21
Birch Sapling,84,5.0,7.5,2.5,210.0,kiwi_241,/warp v.i.p room,84,FX_02,/warp 1,1458,-1420 63 -2454,8594 -42 -2004,2026-05-29 12:23:55,2026-05-26 23:57:33
Sunny Shovel,3,50.0,120.0,70.0,210.0,Hobosapian,/warp shopbo,21,AKoopa,/warp koopa,3,14601 77 -1404,13256 114 -6452,2026-07-08 23:45:48,2026-05-30 10:20:57
Redstone Dust,300,0.3,1.0,0.7,210.0,Richcrypt,/warp richshop,300,Crazy69,/warp crazysshop,3456,8378 -3 15945,-11784 65 15203,2026-05-29 11:25:09,2026-08-07 08:27:34
Moss Block,208,2.0,3.0,1.0,208.0,glossycherry,/warp cherry shop,832,FX_02,/warp 1,847,-12100 6 192,8597 -32 -2015,2026-05-29 00:01:20,2026-05-26 23:53:46
Pale Oak Sapling,83,5.0,7.5,2.5,207.5,kiwi_241,/warp v.i.p room,83,FX_02,/warp 1,2788,-1421 64 -2511,8591 -43 -2004,2026-05-29 12:22:49,2026-05-26 23:57:45
Tuff,439,3.25,3.72,0.4700000000000002,206.3300000000001,Harmony_Gold_,/warp wood shop,439,Allyri,/warp ri,3456,-6125 25 1418,-5234 175 -4788,2026-05-29 12:41:58,2026-05-29 11:18:16
Nether Wart,206,1.0,2.0,1.0,206.0,Abbie_Kills,/warp decor,206,Dwarffles,/warp bulk sell,1792,18580 26 959,-4017 118 12338,2026-05-29 00:16:21,2026-08-08 11:14:34
Packed Ice,206,5.0,6.0,1.0,206.0,MatsmitGlatz,/warp blockmart,206,SerSicerio,/warp serstore,3456,12388 77 -9897,-17617 159 18774,2026-08-08 11:30:29,2026-08-07 08:16:43
Jungle Sapling,81,5.0,7.5,2.5,202.5,glossycherry,/warp cherry shop,81,FX_02,/warp 1,3002,-12096 8 170,8591 -40 -2004,2026-05-29 00:03:03,2026-05-26 23:57:40
Oak Sapling,81,5.0,7.5,2.5,202.5,kiwi_241,/warp v.i.p room,128,FX_02,/warp 1,81,-1417 63 -2516,8594 -40 -2004,2026-05-29 12:22:44,2026-05-26 23:57:37
Melon,117,1.0,2.73,1.73,202.41,Abbie_Kills,/warp decor,117,Killablob,/warp killashop,3456,18603 29 1004,11568 72 -5296,2026-05-29 00:14:44,2026-05-30 10:57:13
Splash Potion,8,100.0,125.0,25.0,200.0,emattj1s,/warp hideout,20,FX_02,/warp 1,8,-14424 -25 -340,8591 -30 -2004,2026-08-01 22:45:31,2026-05-26 23:51:06
Cobbled Deepslate,397,1.0,1.5,0.5,198.5,celticpiping,/warp celt,1789,__leas__,/warp buying blocks,3456,4729 -46 -13281,-2643 65 -10872,2026-08-08 11:49:08,2026-05-28 23:36:10
Lapis Lazuli,180,4.0,5.1,1.0999999999999996,197.99999999999994,_ZippyCastle5557,/warp zippytrial,180,__server__,/shop,999999,-2047 -20 1296,SERVER_SELL_MINEABLES,2026-08-16 14:50:37,2026-08-16 13:47:35
Raw Copper,657,6.0,6.3,0.2999999999999998,197.09999999999988,FX_02,/warp 1,3456,Effortles,/warp sale,3456,8601 -41 -2005,-13439 -6 4400,2026-05-26 23:57:23,2026-05-29 11:29:26
String,1377,0.2,0.34,0.14,192.78000000000003,tazrar,/warp farm stuff,1377,__server__,/shop,999999,17366 79 11877,SERVER_SELL_MOBDROPS,2026-05-29 00:30:19,2026-08-16 13:47:39
Sugar Cane,382,1.0,1.5,0.5,191.0,_FireWilley,/warp wow,1728,Dwarffles,/warp bulk sell,3456,18654 9 -7122,-4016 118 12333,2026-08-17 11:28:15,2026-08-08 11:14:13
Mangrove Roots,127,1.5,3.0,1.5,190.5,kiwi_241,/warp v.i.p room,127,AKoopa,/warp koopa,3456,-1413 63 -2470,13314 115 -6494,2026-05-29 12:23:32,2026-05-30 10:27:38
Dispenser,19,40.0,50.0,10.0,190.0,Harmony_Gold_,/warp wood shop,19,FX_02,/warp 1,2980,-6125 25 1438,8594 -37 -2004,2026-05-29 12:42:28,2026-07-05 11:22:27
Shroomlight,38,20.0,25.0,5.0,190.0,czsunny12,/warp czshop,38,SerSicerio,/warp serstore,2269,7466 67 -10088,-17625 159 18748,2026-08-07 08:30:33,2026-08-08 11:39:09
Warped Nylium,62,3.0,6.0,3.0,186.0,celticpiping,/warp celt,62,SerSicerio,/warp serstore,3456,4776 -49 -13223,-17627 159 18748,2026-08-08 11:44:40,2026-08-07 08:17:58
Gravel,62,1.0,4.0,3.0,186.0,celticpiping,/warp celt,62,Allyri,/warp ri,1030,4793 -45 -13268,-5238 175 -4788,2026-08-08 11:39:58,2026-05-29 11:18:21
Cooked Porkchop,372,0.0,0.5,0.5,186.0,Dwarffles,/warp lidl,1536,_ZippyCastle5557,/warp zippytrial,3456,-3933 155 12307,-2023 -18 1292,2026-05-29 00:41:33,2026-08-16 14:50:19
Mycelium,185,5.0,6.0,1.0,185.0,tazrar,/warp farm stuff,185,SerSicerio,/warp serstore,3456,17364 70 11829,-17616 159 18761,2026-05-29 00:27:37,2026-08-07 08:17:31
Block of Coal,9,2.0,22.5,20.5,184.5,Ayame989,/warp village hall,92,FX_02,/warp 1,9,-9086 63 13786,8601 -42 -2007,2026-05-29 12:27:51,2026-05-26 23:57:16
Deepslate,969,1.0,1.19,0.18999999999999995,184.10999999999996,celticpiping,/warp celt,3456,__server__,/shop,999999,4735 -46 -13272,SERVER_SELL_BLOCKS,2026-08-08 11:48:44,2026-08-16 13:47:37
Verdant Froglight,2293,1.5,1.58,0.08000000000000007,183.44000000000017,emattj1s,/warp hideout,3456,Allyri,/warp ri,2696,-14439 -25 -325,-5263 175 -4846,2026-08-01 22:48:03,2026-05-29 11:21:45
Bone Block,358,0.99,1.5,0.51,182.58,midwu,/warp panda,1715,Effortles,/warp sale,2856,15696 71 11962,-13466 -4 4400,2026-08-07 08:14:08,2026-05-29 11:30:06
Acacia Sapling,73,5.0,7.5,2.5,182.5,glossycherry,/warp cherry shop,128,FX_02,/warp 1,1846,-12093 8 170,8594 -43 -2004,2026-05-29 00:02:59,2026-05-26 23:57:31
Red Sandstone,40,3.0,7.5,4.5,180.0,_ZippyCastle5557,/warp zippytrial,40,SpaghettiPasta,/warp one,3456,-2020 -20 1327,4238 152 6876,2026-08-16 14:52:46,2026-05-29 10:53:42
Sand,173,3.0,4.0,1.0,173.0,MatsmitGlatz,/warp blockmart,1242,Dwarffles,/warp bulk sell,3456,12413 75 -9897,-4013 118 12336,2026-08-08 11:30:39,2026-08-08 11:14:19
Lapis Lazuli,1728,5.0,5.1,0.09999999999999964,172.7999999999994,tazrar,/warp farm stuff,1728,__server__,/shop,999999,17363 74 11829,SERVER_SELL_MINEABLES,2026-05-29 00:27:59,2026-08-16 13:47:35
Jungle Sapling,69,5.0,7.5,2.5,172.5,Exestive,/warp luxeria,69,FX_02,/warp 1,3002,9833 176 16218,8591 -40 -2004,2026-05-29 00:47:53,2026-05-26 23:57:40
Egg,431,0.1,0.5,0.4,172.4,tazrar,/warp farm stuff,431,Crazy69,/warp crazysshop,864,17389 80 11843,-11760 65 15203,2026-05-29 00:26:46,2026-08-07 08:27:53
Raw Beef,506,0.0,0.34,0.34,172.04000000000002,FX_02,/warp sell me ores,506,__server__,/shop,999999,-10021 138 3513,SERVER_SELL_MOBDROPS,2026-05-29 11:35:16,2026-08-16 13:47:39
Sand,170,3.0,4.0,1.0,170.0,MatsmitGlatz,/warp blockmart,1489,Dwarffles,/warp bulk sell,3456,12414 75 -9897,-4013 116 12336,2026-08-08 11:30:40,2026-08-08 11:14:22
Block of Gold,2,135.0,220.0,85.0,170.0,RubberDucky7474,/warp nethersunny,2,FX_02,/warp sell me ores,3264,14232 71 3606,-10051 133 3504,2026-05-29 10:38:12,2026-05-29 11:33:05
Deepslate,359,1.0,1.47,0.47,168.73,celticpiping,/warp celt,3456,Allyri,/warp ri,3456,4735 -44 -13272,-5227 175 -4789,2026-08-08 11:48:46,2026-05-29 11:18:10
Gravel,84,2.0,4.0,2.0,168.0,emattj1s,/warp hideout,84,Allyri,/warp ri,2493,-14427 -25 -322,-5241 172 -4788,2026-08-01 22:47:43,2026-05-29 11:18:23
Arrow,1392,0.2,0.32,0.12,167.04,tazrar,/warp farm stuff,1392,kaaip,/warp one,3456,17362 76 11877,4264 151 6813,2026-05-29 00:30:09,2026-05-29 10:48:55
Spruce Leaves,238,2.3,3.0,0.7000000000000002,166.60000000000005,kiwi_241,/warp v.i.p room,238,AKoopa,/warp koopa,3456,-1415 64 -2458,13325 115 -6491,2026-05-29 12:23:45,2026-05-30 10:27:55
Dark Oak Log,166,4.0,5.0,1.0,166.0,midwu,/warp panda,1213,FX_02,/warp 1,3456,15666 71 11957,8585 -41 -2004,2026-08-07 08:13:52,2026-05-26 23:57:57
Cherry Sapling,66,5.0,7.5,2.5,165.0,tazrar,/warp farm stuff,747,Killablob,/warp killashop,3456,17350 72 11852,11575 72 -5273,2026-05-29 00:28:45,2026-05-30 11:12:44
Pale Moss Block,653,0.75,1.0,0.25,163.25,BobGuy_,/warp celt,653,_FireWilley,/warp wow,1728,4818 -45 -13363,18709 16 -7150,2026-08-08 11:54:05,2026-08-17 11:20:43
Wind Charge,651,0.25,0.5,0.25,162.75,_ZippyCastle5557,/warp zippytrial,3456,Killablob,/warp killashop,651,-2028 -20 1276,11560 72 -5276,2026-08-16 14:48:34,2026-05-30 10:52:31
Rooted Dirt,65,10.0,12.5,2.5,162.5,emattj1s,/warp hideout,65,FX_02,/warp 1,347,-14426 -25 -325,8595 -40 -2020,2026-08-01 22:48:17,2026-05-26 23:59:12
Netherrack,624,1.0,1.26,0.26,162.24,Effortles,/warp sale,3456,Allyri,/warp ri,3175,-13468 -6 4378,-5263 174 -4808,2026-05-29 11:30:21,2026-05-29 11:21:10
Cobblestone,64,0.5,3.0,2.5,160.0,GladdeBamibal927,/warp frog shop,64,SerSicerio,/warp serstore,3456,-14747 47 7,-17616 159 18760,2026-05-29 00:37:11,2026-08-07 08:17:31
Warped Stem,40,6.0,10.0,4.0,160.0,Alisa12345,/warp shrimp shop,40,Polite_player,/warp sell materials,3456,-7087 115 -17569,-19266 71 9325,2026-05-29 11:44:48,2026-07-06 10:08:24
Sunny Chestplate,8,100.0,120.0,20.0,160.0,celticpiping,/warp celt,8,AKoopa,/warp koopa,27,4746 -45 -13218,13252 114 -6461,2026-08-08 11:46:48,2026-05-30 10:21:06
Grass Block,64,0.01,2.5,2.49,159.36,_BudgieToast9,/warp distaria,64,AKoopa,/warp koopa,2705,2348 70 -6952,13255 115 -6479,2026-05-29 00:25:19,2026-05-30 10:21:50
Brown Mushroom Block,53,2.0,5.0,3.0,159.0,kiwi_241,/warp v.i.p room,53,Effortles,/warp sale,3456,-1417 66 -2527,-13469 -4 4395,2026-05-29 12:22:34,2026-05-29 11:30:38
Cocoa Beans,287,0.95,1.5,0.55,157.85000000000002,Harmony_Gold_,/warp wood shop,1654,FX_02,/warp 1,369,-6181 25 1449,8584 -38 -2012,2026-05-29 12:43:41,2026-05-26 23:55:50
Melon,128,1.5,2.73,1.23,157.44,tazrar,/warp farm stuff,128,Allyri,/warp ri,3456,17384 75 11852,-5237 172 -4854,2026-05-29 00:26:25,2026-05-29 11:22:16
Dripstone Block,78,2.0,4.0,2.0,156.0,Ayame989,/warp village hall,78,SerSicerio,/warp serstore,3456,-9079 67 13800,-17617 159 18776,2026-05-29 12:27:44,2026-08-07 08:16:44
White Concrete Powder,78,6.0,8.0,2.0,156.0,MatsmitGlatz,/warp blockmart,1600,Puppies75200,/warp sellconcrete,78,12412 75 -9893,5184 0 -13470,2026-08-08 11:31:15,2026-08-08 11:31:41
Feather,1728,0.25,0.34,0.09000000000000002,155.52000000000004,Harmony_Gold_,/warp wood shop,1728,__server__,/shop,999999,-6147 25 1449,SERVER_SELL_MOBDROPS,2026-05-29 12:43:05,2026-08-16 13:47:39
Glowstone,369,2.0,2.42,0.41999999999999993,154.97999999999996,Dwarffles,/warp lidl,1713,Allyri,/warp ri,702,-3920 154 12307,-5263 172 -4848,2026-05-29 00:41:44,2026-05-29 11:21:47
Firework Rocket,304,0.01,0.5,0.49,148.96,HoboNova,/warp shopbo,1272,Effortles,/warp sale,3456,14620 75 -1407,-13460 -4 4400,2026-05-29 11:40:17,2026-05-29 11:30:02
Leather,434,0.0,0.34,0.34,147.56,FX_02,/warp sell me ores,434,__server__,/shop,999999,-10026 138 3513,SERVER_SELL_MOBDROPS,2026-05-29 11:35:12,2026-08-16 13:47:39
Cherry Sapling,42,4.0,7.5,3.5,147.0,kiwi_241,/warp v.i.p room,42,FX_02,/warp 1,506,-1415 63 -2495,8592 -42 -2004,2026-05-29 12:23:05,2026-05-26 23:57:43
Cherry Log,147,4.0,5.0,1.0,147.0,midwu,/warp panda,1405,Crazy69,/warp crazysshop,3456,15666 71 11953,-11762 65 15208,2026-08-07 08:13:49,2026-08-07 08:28:19
Soul Sand,146,2.0,3.0,1.0,146.0,Ayame989,/warp village hall,147,SerSicerio,/warp serstore,2718,-9086 63 13800,-17633 159 18748,2026-05-29 12:27:23,2026-08-07 08:17:53
Mangrove Log,32,8.0,12.5,4.5,144.0,midwu,/warp panda,32,FX_02,/warp 1,2881,15666 71 11955,8584 -43 -2006,2026-08-07 08:13:50,2026-05-26 23:58:02
Cobblestone,288,1.0,1.5,0.5,144.0,MatsmitGlatz,/warp blockmart,288,Effortles,/warp sale,2070,12382 75 -9893,-13451 -4 4362,2026-08-08 11:29:51,2026-05-29 11:31:25
Redstone Dust,287,0.5,1.0,0.5,143.5,Alisa12345,/warp shrimp shop,287,Crazy69,/warp crazysshop,3456,-7115 112 -17576,-11784 65 15203,2026-05-29 11:44:05,2026-08-07 08:27:34
Rooted Dirt,57,10.0,12.5,2.5,142.5,Abbie_Kills,/warp decor,377,FX_02,/warp 1,347,18599 27 966,8595 -40 -2020,2026-05-29 00:16:05,2026-05-26 23:59:12
Jungle Log,142,4.0,5.0,1.0,142.0,czsunny12,/warp czshop,142,FX_02,/warp 1,958,7451 67 -10081,8585 -40 -2004,2026-08-07 08:29:40,2026-05-26 23:57:55
Lapis Lazuli,1418,5.0,5.1,0.09999999999999964,141.7999999999995,Lyh_Flare,/warp celt,1418,__server__,/shop,999999,4742 -47 -13312,SERVER_SELL_MINEABLES,2026-08-08 11:51:17,2026-08-16 13:47:35
Cobweb,47,2.0,5.0,3.0,141.0,glossycherry,/warp cherry shop,47,Effortles,/warp sale,3456,-12100 6 127,-13440 -5 4367,2026-05-29 00:00:06,2026-05-29 11:28:10
Pale Oak Log,70,4.0,6.0,2.0,140.0,kiwi_241,/warp v.i.p room,70,Crazy69,/warp crazysshop,3456,-1408 64 -2509,-11758 65 15208,2026-05-29 12:22:53,2026-08-07 08:28:17
Sunny Sword,2,50.0,120.0,70.0,140.0,Hobosapian,/warp shopbo,15,AKoopa,/warp koopa,2,14601 77 -1407,13253 114 -6452,2026-07-08 23:45:51,2026-05-30 10:20:55
Glowstone,333,2.0,2.42,0.41999999999999993,139.85999999999999,Dwarffles,/warp lidl,3456,Allyri,/warp ri,702,-3920 155 12306,-5263 172 -4848,2026-05-29 00:41:44,2026-05-29 11:21:47
Coal,155,2.5,3.4,0.8999999999999999,139.5,RubberDucky7474,/warp nethersunny,155,__server__,/shop,999999,14231 68 3602,SERVER_SELL_MINEABLES,2026-05-29 10:38:19,2026-08-16 13:47:35
Bone,1728,0.3,0.38,0.08000000000000002,138.24000000000004,tazrar,/warp farm stuff,1728,kaaip,/warp one,3456,17362 77 11877,4265 150 6814,2026-05-29 00:30:10,2026-05-29 10:48:52
Deepslate,724,1.0,1.19,0.18999999999999995,137.55999999999997,celticpiping,/warp celt,3456,__server__,/shop,999999,4735 -45 -13272,SERVER_SELL_BLOCKS,2026-08-08 11:48:45,2026-08-16 13:47:37
Acacia Sapling,55,5.0,7.5,2.5,137.5,glossycherry,/warp cherry shop,128,Killablob,/warp killashop,3456,-12093 8 170,11575 72 -5271,2026-05-29 00:02:59,2026-05-30 11:12:43
Tuff,417,3.4,3.72,0.3200000000000003,133.4400000000001,nathan812,/warp rockets,417,Allyri,/warp ri,3456,12393 -4 5804,-5236 175 -4788,2026-05-29 11:25:39,2026-05-29 11:18:17
Warped Stem,22,4.0,10.0,6.0,132.0,celticpiping,/warp celt,22,Polite_player,/warp sell materials,3456,4776 -47 -13225,-19266 71 9325,2026-08-08 11:44:38,2026-07-06 10:08:24
Mycelium,33,2.0,6.0,4.0,132.0,will1608,/warp shopwill,33,SerSicerio,/warp serstore,3456,16748 72 -16841,-17616 159 18761,2026-05-29 11:43:05,2026-08-07 08:17:31
Crimson Nylium,65,4.0,6.0,2.0,130.0,czsunny12,/warp czshop,65,SerSicerio,/warp serstore,3456,7466 66 -10086,-17630 159 18748,2026-08-07 08:30:24,2026-08-07 08:17:55
Gold Ingot,13,5.0,15.0,10.0,130.0,Alisa12345,/warp shrimp shop,13,SerSicerio,/warp serstore,3456,-7115 113 -17576,-17667 159 18754,2026-05-29 11:44:05,2026-08-07 08:18:26
Warped Nylium,65,4.0,6.0,2.0,130.0,czsunny12,/warp czshop,65,SerSicerio,/warp serstore,3456,7466 66 -10084,-17627 159 18748,2026-08-07 08:30:23,2026-08-07 08:17:58
Podzol,130,3.0,4.0,1.0,130.0,Exestive,/warp luxeria,130,SerSicerio,/warp serstore,3456,9827 152 16212,-17617 159 18770,2026-05-29 00:43:57,2026-08-07 08:16:40
Cobblestone,130,1.0,2.0,1.0,130.0,celticpiping,/warp celt,3260,MissLion1997,/warp blue,3456,4806 -46 -13257,-1823 74 6162,2026-08-08 11:40:27,2026-05-28 23:31:42
Mangrove Roots,128,2.0,3.0,1.0,128.0,Alisa12345,/warp shrimp shop,128,AKoopa,/warp koopa,3456,-7095 113 -17568,13314 115 -6494,2026-05-29 11:45:04,2026-05-30 10:27:38
Dark Oak Log,128,4.0,5.0,1.0,128.0,czsunny12,/warp czshop,128,FX_02,/warp 1,3456,7450 67 -10081,8585 -41 -2004,2026-08-07 08:29:41,2026-05-26 23:57:57
Raw Porkchop,374,0.0,0.34,0.34,127.16000000000001,FX_02,/warp sell me ores,374,__server__,/shop,999999,-10036 138 3513,SERVER_SELL_MOBDROPS,2026-05-29 11:34:58,2026-08-16 13:47:39
Spruce Leaves,127,2.0,3.0,1.0,127.0,Toxic_coco,/warp !,127,AKoopa,/warp koopa,3456,9618 -43 5459,13325 115 -6491,2026-05-28 11:18:13,2026-05-30 10:27:55
Wheat Seeds,843,0.1,0.25,0.15,126.44999999999999,Harmony_Gold_,/warp wood shop,1480,Killablob,/warp killashop,3456,-6176 25 1449,11561 72 -5296,2026-05-29 12:43:39,2026-05-30 10:57:18
Raw Porkchop,371,0.0,0.34,0.34,126.14000000000001,FX_02,/warp sell me ores,371,__server__,/shop,999999,-10038 138 3513,SERVER_SELL_MOBDROPS,2026-05-29 11:35:00,2026-08-16 13:47:39
Jungle Log,63,4.0,6.0,2.0,126.0,kiwi_241,/warp v.i.p room,63,Effortles,/warp sale,3456,-1413 64 -2483,-13430 -4 4376,2026-05-29 12:23:18,2026-05-29 11:28:53
Spruce Sapling,36,4.0,7.5,3.5,126.0,Harmony_Gold_,/warp wood shop,36,FX_02,/warp 1,3366,-6176 28 1403,8594 -41 -2004,2026-05-29 12:33:49,2026-05-26 23:57:35
Raw Porkchop,368,0.0,0.34,0.34,125.12,FX_02,/warp sell me ores,368,__server__,/shop,999999,-10037 138 3513,SERVER_SELL_MOBDROPS,2026-05-29 11:34:59,2026-08-16 13:47:39
Pumpkin,71,1.0,2.73,1.73,122.83,Abbie_Kills,/warp decor,71,Allyri,/warp ri,3456,18604 29 1003,-5230 172 -4853,2026-05-29 00:14:45,2026-05-29 11:22:21
Feather,331,0.0,0.37,0.37,122.47,FX_02,/warp sell me ores,331,Killablob,/warp killashop,2801,-10032 138 3513,11560 72 -5287,2026-05-29 11:34:55,2026-05-30 10:53:30
Ochre Froglight,1520,1.5,1.58,0.08000000000000007,121.60000000000011,SpaghettiPasta,/warp one,1520,Allyri,/warp ri,2816,4237 150 6871,-5263 174 -4848,2026-05-29 10:55:55,2026-05-29 11:21:48
Iron Ore,20,24.0,30.0,6.0,120.0,RonikvidsTTV,/warp decor,20,SerSicerio,/warp serstore,3456,18595 29 963,-17664 159 18759,2026-05-29 00:16:09,2026-08-07 08:18:52
Saddle,3,10.0,50.0,40.0,120.0,Hobosapian,/warp shopbo,24,FX_02,/warp 1,3,14615 77 -1404,8597 -27 -2019,2026-08-08 11:16:41,2026-05-26 23:49:59
Dark Oak Sapling,80,6.0,7.5,1.5,120.0,czsunny12,/warp czshop,80,FX_02,/warp 1,2417,7466 67 -10092,8591 -41 -2004,2026-08-07 08:30:31,2026-05-26 23:57:41
Netherrack,461,1.0,1.26,0.26,119.86,newyorksong,/warp aaashop,461,Allyri,/warp ri,3119,12534 64 -6839,-5263 174 -4806,2026-05-28 11:35:54,2026-05-29 11:21:08
Raw Chicken,347,0.0,0.34,0.34,117.98,FX_02,/warp sell me ores,347,__server__,/shop,999999,-10030 138 3513,SERVER_SELL_MOBDROPS,2026-05-29 11:34:53,2026-08-16 13:47:39
Sweet Berries,654,0.82,1.0,0.18000000000000005,117.72000000000003,kiwi_241,/warp v.i.p room,654,FX_02,/warp 1,1785,-1418 63 -2456,8584 -38 -2015,2026-05-29 12:23:47,2026-05-26 23:56:02
Oak Sapling,47,5.0,7.5,2.5,117.5,kiwi_241,/warp v.i.p room,128,Killablob,/warp killashop,1946,-1417 63 -2516,11575 72 -5268,2026-05-29 12:22:44,2026-05-30 11:12:41
Feather,317,0.0,0.37,0.37,117.28999999999999,FX_02,/warp sell me ores,317,Killablob,/warp killashop,2801,-10033 138 3513,11560 72 -5287,2026-05-29 11:34:56,2026-05-30 10:53:30
Raw Porkchop,344,0.0,0.34,0.34,116.96000000000001,FX_02,/warp sell me ores,344,__server__,/shop,999999,-10035 138 3513,SERVER_SELL_MOBDROPS,2026-05-29 11:34:57,2026-08-16 13:47:39
Acacia Sapling,46,5.0,7.5,2.5,115.0,Harmony_Gold_,/warp wood shop,46,FX_02,/warp 1,1846,-6173 28 1403,8594 -43 -2004,2026-05-29 12:33:48,2026-05-26 23:57:31
Grass Block,76,1.0,2.5,1.5,114.0,tazrar,/warp farm stuff,76,AKoopa,/warp koopa,2705,17359 70 11829,13255 115 -6479,2026-05-29 00:27:40,2026-05-30 10:21:50
Shroomlight,6,6.0,25.0,19.0,114.0,AKoopa,/warp koopa,6,SerSicerio,/warp serstore,2269,13320 114 -6480,-17625 159 18748,2026-05-30 10:28:19,2026-08-08 11:39:09
Deepslate,228,1.0,1.5,0.5,114.0,celticpiping,/warp celt,3456,Crazy69,/warp crazysshop,3456,4735 -46 -13272,-11783 65 15208,2026-08-08 11:48:44,2026-08-07 08:27:19
Raw Beef,332,0.0,0.34,0.34,112.88000000000001,FX_02,/warp sell me ores,332,__server__,/shop,999999,-10020 138 3513,SERVER_SELL_MOBDROPS,2026-05-29 11:35:16,2026-08-16 13:47:39
Bone Meal,864,0.12,0.25,0.13,112.32000000000001,midwu,/warp panda,1728,FX_02,/warp 1,864,15694 71 11952,8584 -38 -2018,2026-08-07 08:14:04,2026-05-26 23:56:05
Spruce Log,56,2.0,4.0,2.0,112.0,Ayame989,/warp village hall,440,Crazy69,/warp crazysshop,1152,-9077 70 13792,-11766 65 15208,2026-05-29 12:29:36,2026-08-07 08:28:21
